feature,importance,fold
PREV_NAME_GOODS_CATEGORY_JEWELRY_MEAN,99,1
PREV_NAME_GOODS_CATEGORY_MEDICALSUPPLIES_MEAN,23,1
PREV_NAME_GOODS_CATEGORY_MEDICINE_MEAN,33,1
PREV_NAME_GOODS_CATEGORY_MOBILE_MEAN,496,1
PREV_NAME_GOODS_CATEGORY_OFFICEAPPLIANCES_MEAN,4,1
PREV_NAME_GOODS_CATEGORY_OTHER_MEAN,2,1
PREV_NAME_GOODS_CATEGORY_PHOTOCINEMAEQUIPMENT_MEAN,250,1
PREV_NAME_GOODS_CATEGORY_SPORTANDLEISURE_MEAN,95,1
PREV_NAME_GOODS_CATEGORY_TOURISM_MEAN,0,1
PREV_NAME_GOODS_CATEGORY_VEHICLES_MEAN,119,1
PREV_NAME_GOODS_CATEGORY_WEAPON_MEAN,0,1
PREV_NAME_GOODS_CATEGORY_XNA_MEAN,220,1
PREV_NAME_GOODS_CATEGORY_NAN_MEAN,0,1
PREV_NAME_PORTFOLIO_CARDS_MEAN,222,1
PREV_NAME_PORTFOLIO_CARS_MEAN,0,1
PREV_NAME_PORTFOLIO_CASH_MEAN,424,1
PREV_NAME_PORTFOLIO_POS_MEAN,358,1
PREV_NAME_PORTFOLIO_XNA_MEAN,335,1
PREV_NAME_PORTFOLIO_NAN_MEAN,0,1
PREV_NAME_PRODUCT_TYPE_XNA_MEAN,469,1
PREV_NAME_PRODUCT_TYPE_WALKIN_MEAN,317,1
PREV_NAME_PRODUCT_TYPE_XSELL_MEAN,518,1
PREV_NAME_PRODUCT_TYPE_NAN_MEAN,0,1
PREV_CHANNEL_TYPE_APCASHLOAN_MEAN,245,1
PREV_CHANNEL_TYPE_CARDEALER_MEAN,0,1
PREV_CHANNEL_TYPE_CHANNELOFCORPORATESALES_MEAN,70,1
PREV_CHANNEL_TYPE_CONTACTCENTER_MEAN,255,1
PREV_CHANNEL_TYPE_COUNTRYWIDE_MEAN,928,1
PREV_CHANNEL_TYPE_CREDITANDCASHOFFICES_MEAN,553,1
PREV_CHANNEL_TYPE_REGIONALLOCAL_MEAN,338,1
PREV_CHANNEL_TYPE_STONE_MEAN,669,1
PREV_CHANNEL_TYPE_NAN_MEAN,0,1
PREV_NAME_SELLER_INDUSTRY_AUTOTECHNOLOGY_MEAN,64,1
PREV_NAME_SELLER_INDUSTRY_CLOTHING_MEAN,164,1
PREV_NAME_SELLER_INDUSTRY_CONNECTIVITY_MEAN,541,1
PREV_NAME_SELLER_INDUSTRY_CONSTRUCTION_MEAN,212,1
PREV_NAME_SELLER_INDUSTRY_CONSUMERELECTRONICS_MEAN,660,1
PREV_NAME_SELLER_INDUSTRY_FURNITURE_MEAN,158,1
PREV_NAME_SELLER_INDUSTRY_INDUSTRY_MEAN,150,1
PREV_NAME_SELLER_INDUSTRY_JEWELRY_MEAN,10,1
PREV_NAME_SELLER_INDUSTRY_MLMPARTNERS_MEAN,0,1
PREV_NAME_SELLER_INDUSTRY_TOURISM_MEAN,0,1
PREV_NAME_SELLER_INDUSTRY_XNA_MEAN,293,1
PREV_NAME_SELLER_INDUSTRY_NAN_MEAN,0,1
PREV_NAME_YIELD_GROUP_XNA_MEAN,564,1
PREV_NAME_YIELD_GROUP_HIGH_MEAN,905,1
PREV_NAME_YIELD_GROUP_LOW_ACTION_MEAN,291,1
PREV_NAME_YIELD_GROUP_LOW_NORMAL_MEAN,853,1
PREV_NAME_YIELD_GROUP_MIDDLE_MEAN,1016,1
PREV_NAME_YIELD_GROUP_NAN_MEAN,0,1
PREV_PRODUCT_COMBINATION_CARDSTREET_MEAN,245,1
PREV_PRODUCT_COMBINATION_CARDXSELL_MEAN,176,1
PREV_PRODUCT_COMBINATION_CASH_MEAN,327,1
PREV_PRODUCT_COMBINATION_CASHSTREETHIGH_MEAN,165,1
PREV_PRODUCT_COMBINATION_CASHSTREETLOW_MEAN,230,1
PREV_PRODUCT_COMBINATION_CASHSTREETMIDDLE_MEAN,131,1
PREV_PRODUCT_COMBINATION_CASHXSELLHIGH_MEAN,280,1
PREV_PRODUCT_COMBINATION_CASHXSELLLOW_MEAN,340,1
PREV_PRODUCT_COMBINATION_CASHXSELLMIDDLE_MEAN,420,1
PREV_PRODUCT_COMBINATION_POSHOUSEHOLDWITHINTEREST_MEAN,623,1
PREV_PRODUCT_COMBINATION_POSHOUSEHOLDWITHOUTINTEREST_MEAN,263,1
PREV_PRODUCT_COMBINATION_POSINDUSTRYWITHINTEREST_MEAN,296,1
PREV_PRODUCT_COMBINATION_POSINDUSTRYWITHOUTINTEREST_MEAN,84,1
PREV_PRODUCT_COMBINATION_POSMOBILEWITHINTEREST_MEAN,401,1
PREV_PRODUCT_COMBINATION_POSMOBILEWITHOUTINTEREST_MEAN,164,1
PREV_PRODUCT_COMBINATION_POSOTHERWITHINTEREST_MEAN,180,1
PREV_PRODUCT_COMBINATION_POSOTHERSWITHOUTINTEREST_MEAN,1,1
PREV_PRODUCT_COMBINATION_NAN_MEAN,0,1
APPROVED_AMT_ANNUITY_MIN,1052,1
APPROVED_AMT_ANNUITY_MAX,962,1
APPROVED_AMT_ANNUITY_MEAN,1113,1
APPROVED_AMT_APPLICATION_MIN,836,1
APPROVED_AMT_APPLICATION_MAX,552,1
APPROVED_AMT_APPLICATION_MEAN,654,1
APPROVED_AMT_CREDIT_MIN,1186,1
APPROVED_AMT_CREDIT_MAX,808,1
APPROVED_AMT_CREDIT_MEAN,814,1
APPROVED_APP_CREDIT_PERC_MIN,1005,1
APPROVED_APP_CREDIT_PERC_MAX,729,1
APPROVED_APP_CREDIT_PERC_MEAN,1110,1
APPROVED_APP_CREDIT_PERC_VAR,1656,1
APPROVED_AMT_DOWN_PAYMENT_MIN,551,1
APPROVED_AMT_DOWN_PAYMENT_MAX,845,1
APPROVED_AMT_DOWN_PAYMENT_MEAN,815,1
APPROVED_AMT_GOODS_PRICE_MIN,792,1
APPROVED_AMT_GOODS_PRICE_MAX,289,1
APPROVED_AMT_GOODS_PRICE_MEAN,567,1
APPROVED_HOUR_APPR_PROCESS_START_MIN,506,1
APPROVED_HOUR_APPR_PROCESS_START_MAX,512,1
APPROVED_HOUR_APPR_PROCESS_START_MEAN,1107,1
APPROVED_RATE_DOWN_PAYMENT_MIN,496,1
APPROVED_RATE_DOWN_PAYMENT_MAX,719,1
APPROVED_RATE_DOWN_PAYMENT_MEAN,768,1
APPROVED_DAYS_DECISION_MIN,900,1
APPROVED_DAYS_DECISION_MAX,1934,1
APPROVED_DAYS_DECISION_MEAN,1136,1
APPROVED_CNT_PAYMENT_MEAN,1194,1
APPROVED_CNT_PAYMENT_SUM,909,1
REFUSED_AMT_ANNUITY_MIN,572,1
REFUSED_AMT_ANNUITY_MAX,506,1
REFUSED_AMT_ANNUITY_MEAN,445,1
REFUSED_AMT_APPLICATION_MIN,217,1
REFUSED_AMT_APPLICATION_MAX,232,1
REFUSED_AMT_APPLICATION_MEAN,237,1
REFUSED_AMT_CREDIT_MIN,491,1
REFUSED_AMT_CREDIT_MAX,296,1
REFUSED_AMT_CREDIT_MEAN,274,1
REFUSED_APP_CREDIT_PERC_MIN,485,1
REFUSED_APP_CREDIT_PERC_MAX,322,1
REFUSED_APP_CREDIT_PERC_MEAN,485,1
REFUSED_APP_CREDIT_PERC_VAR,484,1
REFUSED_AMT_DOWN_PAYMENT_MIN,104,1
REFUSED_AMT_DOWN_PAYMENT_MAX,205,1
REFUSED_AMT_DOWN_PAYMENT_MEAN,169,1
REFUSED_AMT_GOODS_PRICE_MIN,414,1
REFUSED_AMT_GOODS_PRICE_MAX,182,1
REFUSED_AMT_GOODS_PRICE_MEAN,377,1
REFUSED_HOUR_APPR_PROCESS_START_MIN,284,1
REFUSED_HOUR_APPR_PROCESS_START_MAX,254,1
REFUSED_HOUR_APPR_PROCESS_START_MEAN,614,1
REFUSED_RATE_DOWN_PAYMENT_MIN,137,1
REFUSED_RATE_DOWN_PAYMENT_MAX,212,1
REFUSED_RATE_DOWN_PAYMENT_MEAN,123,1
REFUSED_DAYS_DECISION_MIN,534,1
REFUSED_DAYS_DECISION_MAX,679,1
REFUSED_DAYS_DECISION_MEAN,533,1
REFUSED_CNT_PAYMENT_MEAN,306,1
REFUSED_CNT_PAYMENT_SUM,318,1
POS_MONTHS_BALANCE_MAX,976,1
POS_MONTHS_BALANCE_MEAN,1236,1
POS_MONTHS_BALANCE_SIZE,1177,1
POS_SK_DPD_MAX,222,1
POS_SK_DPD_MEAN,508,1
POS_SK_DPD_DEF_MAX,209,1
POS_SK_DPD_DEF_MEAN,416,1
POS_NAME_CONTRACT_STATUS_ACTIVE_MEAN,1502,1
POS_NAME_CONTRACT_STATUS_AMORTIZEDDEBT_MEAN,0,1
POS_NAME_CONTRACT_STATUS_APPROVED_MEAN,17,1
POS_NAME_CONTRACT_STATUS_CANCELED_MEAN,0,1
POS_NAME_CONTRACT_STATUS_COMPLETED_MEAN,1392,1
POS_NAME_CONTRACT_STATUS_DEMAND_MEAN,0,1
POS_NAME_CONTRACT_STATUS_RETURNEDTOTHESTORE_MEAN,106,1
POS_NAME_CONTRACT_STATUS_SIGNED_MEAN,457,1
POS_NAME_CONTRACT_STATUS_XNA_MEAN,0,1
POS_NAME_CONTRACT_STATUS_NAN_MEAN,0,1
POS_COUNT,62,1
INSTAL_NUM_INSTALMENT_VERSION_NUNIQUE,374,1
INSTAL_DPD_MAX,556,1
INSTAL_DPD_MEAN,1194,1
INSTAL_DPD_SUM,670,1
INSTAL_DBD_MAX,1781,1
INSTAL_DBD_MEAN,2374,1
INSTAL_DBD_SUM,1745,1
INSTAL_PAYMENT_PERC_MAX,147,1
INSTAL_PAYMENT_PERC_MEAN,924,1
INSTAL_PAYMENT_PERC_SUM,664,1
INSTAL_PAYMENT_PERC_VAR,1001,1
INSTAL_PAYMENT_DIFF_MAX,797,1
INSTAL_PAYMENT_DIFF_MEAN,754,1
INSTAL_PAYMENT_DIFF_SUM,886,1
INSTAL_PAYMENT_DIFF_VAR,817,1
INSTAL_AMT_INSTALMENT_MAX,1173,1
INSTAL_AMT_INSTALMENT_MEAN,1145,1
INSTAL_AMT_INSTALMENT_SUM,1016,1
INSTAL_AMT_PAYMENT_MIN,1861,1
INSTAL_AMT_PAYMENT_MAX,985,1
INSTAL_AMT_PAYMENT_MEAN,1241,1
INSTAL_AMT_PAYMENT_SUM,986,1
INSTAL_DAYS_ENTRY_PAYMENT_MAX,2087,1
INSTAL_DAYS_ENTRY_PAYMENT_MEAN,1385,1
INSTAL_DAYS_ENTRY_PAYMENT_SUM,1302,1
INSTAL_COUNT,721,1
CC_MONTHS_BALANCE_MIN,28,1
CC_MONTHS_BALANCE_MAX,56,1
CC_MONTHS_BALANCE_MEAN,131,1
CC_MONTHS_BALANCE_SUM,148,1
CC_MONTHS_BALANCE_VAR,94,1
CC_AMT_BALANCE_MIN,78,1
CC_AMT_BALANCE_MAX,101,1
CC_AMT_BALANCE_MEAN,142,1
CC_AMT_BALANCE_SUM,98,1
CC_AMT_BALANCE_VAR,179,1
CC_AMT_CREDIT_LIMIT_ACTUAL_MIN,132,1
CC_AMT_CREDIT_LIMIT_ACTUAL_MAX,99,1
CC_AMT_CREDIT_LIMIT_ACTUAL_MEAN,488,1
CC_AMT_CREDIT_LIMIT_ACTUAL_SUM,350,1
CC_AMT_CREDIT_LIMIT_ACTUAL_VAR,422,1
CC_AMT_DRAWINGS_ATM_CURRENT_MIN,6,1
CC_AMT_DRAWINGS_ATM_CURRENT_MAX,301,1
CC_AMT_DRAWINGS_ATM_CURRENT_MEAN,347,1
CC_AMT_DRAWINGS_ATM_CURRENT_SUM,315,1
CC_AMT_DRAWINGS_ATM_CURRENT_VAR,261,1
CC_AMT_DRAWINGS_CURRENT_MIN,141,1
CC_AMT_DRAWINGS_CURRENT_MAX,213,1
CC_AMT_DRAWINGS_CURRENT_MEAN,150,1
CC_AMT_DRAWINGS_CURRENT_SUM,303,1
CC_AMT_DRAWINGS_CURRENT_VAR,223,1
CC_AMT_DRAWINGS_OTHER_CURRENT_MIN,0,1
CC_AMT_DRAWINGS_OTHER_CURRENT_MAX,66,1
CC_AMT_DRAWINGS_OTHER_CURRENT_MEAN,17,1
CC_AMT_DRAWINGS_OTHER_CURRENT_SUM,36,1
CC_AMT_DRAWINGS_OTHER_CURRENT_VAR,51,1
CC_AMT_DRAWINGS_POS_CURRENT_MIN,33,1
CC_AMT_DRAWINGS_POS_CURRENT_MAX,247,1
CC_AMT_DRAWINGS_POS_CURRENT_MEAN,237,1
CC_AMT_DRAWINGS_POS_CURRENT_SUM,249,1
CC_AMT_DRAWINGS_POS_CURRENT_VAR,184,1
CC_AMT_INST_MIN_REGULARITY_MIN,47,1
CC_AMT_INST_MIN_REGULARITY_MAX,117,1
CC_AMT_INST_MIN_REGULARITY_MEAN,231,1
CC_AMT_INST_MIN_REGULARITY_SUM,162,1
CC_AMT_INST_MIN_REGULARITY_VAR,183,1
CC_AMT_PAYMENT_CURRENT_MIN,355,1
CC_AMT_PAYMENT_CURRENT_MAX,318,1
CC_AMT_PAYMENT_CURRENT_MEAN,484,1
CC_AMT_PAYMENT_CURRENT_SUM,265,1
CC_AMT_PAYMENT_CURRENT_VAR,536,1
CC_AMT_PAYMENT_TOTAL_CURRENT_MIN,53,1
CC_AMT_PAYMENT_TOTAL_CURRENT_MAX,171,1
CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN,281,1
CC_AMT_PAYMENT_TOTAL_CURRENT_SUM,163,1
CC_AMT_PAYMENT_TOTAL_CURRENT_VAR,170,1
CC_AMT_RECEIVABLE_PRINCIPAL_MIN,62,1
CC_AMT_RECEIVABLE_PRINCIPAL_MAX,147,1
CC_AMT_RECEIVABLE_PRINCIPAL_MEAN,131,1
CC_AMT_RECEIVABLE_PRINCIPAL_SUM,107,1
CC_AMT_RECEIVABLE_PRINCIPAL_VAR,105,1
CC_AMT_RECIVABLE_MIN,153,1
CC_AMT_RECIVABLE_MAX,116,1
CC_AMT_RECIVABLE_MEAN,84,1
CC_AMT_RECIVABLE_SUM,104,1
CC_AMT_RECIVABLE_VAR,106,1
CC_AMT_TOTAL_RECEIVABLE_MIN,29,1
CC_AMT_TOTAL_RECEIVABLE_MAX,24,1
CC_AMT_TOTAL_RECEIVABLE_MEAN,28,1
CC_AMT_TOTAL_RECEIVABLE_SUM,26,1
CC_AMT_TOTAL_RECEIVABLE_VAR,16,1
CC_CNT_DRAWINGS_ATM_CURRENT_MIN,0,1
CC_CNT_DRAWINGS_ATM_CURRENT_MAX,92,1
CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,423,1
CC_CNT_DRAWINGS_ATM_CURRENT_SUM,225,1
CC_CNT_DRAWINGS_ATM_CURRENT_VAR,377,1
CC_CNT_DRAWINGS_CURRENT_MIN,29,1
CC_CNT_DRAWINGS_CURRENT_MAX,139,1
CC_CNT_DRAWINGS_CURRENT_MEAN,361,1
CC_CNT_DRAWINGS_CURRENT_SUM,288,1
CC_CNT_DRAWINGS_CURRENT_VAR,315,1
CC_CNT_DRAWINGS_OTHER_CURRENT_MIN,0,1
CC_CNT_DRAWINGS_OTHER_CURRENT_MAX,0,1
CC_CNT_DRAWINGS_OTHER_CURRENT_MEAN,101,1
CC_CNT_DRAWINGS_OTHER_CURRENT_SUM,0,1
CC_CNT_DRAWINGS_OTHER_CURRENT_VAR,50,1
CC_CNT_DRAWINGS_POS_CURRENT_MIN,47,1
CC_CNT_DRAWINGS_POS_CURRENT_MAX,106,1
CC_CNT_DRAWINGS_POS_CURRENT_MEAN,238,1
CC_CNT_DRAWINGS_POS_CURRENT_SUM,167,1
CC_CNT_DRAWINGS_POS_CURRENT_VAR,199,1
CC_CNT_INSTALMENT_MATURE_CUM_MIN,59,1
CC_CNT_INSTALMENT_MATURE_CUM_MAX,82,1
CC_CNT_INSTALMENT_MATURE_CUM_MEAN,163,1
CC_CNT_INSTALMENT_MATURE_CUM_SUM,129,1
CC_CNT_INSTALMENT_MATURE_CUM_VAR,177,1
CC_SK_DPD_MIN,0,1
CC_SK_DPD_MAX,42,1
CC_SK_DPD_MEAN,73,1
CC_SK_DPD_SUM,84,1
CC_SK_DPD_VAR,88,1
CC_SK_DPD_DEF_MIN,0,1
CC_SK_DPD_DEF_MAX,5,1
CC_SK_DPD_DEF_MEAN,153,1
CC_SK_DPD_DEF_SUM,46,1
CC_SK_DPD_DEF_VAR,81,1
CC_NAME_CONTRACT_STATUS_ACTIVE_MIN,2,1
CC_NAME_CONTRACT_STATUS_ACTIVE_MAX,0,1
CC_NAME_CONTRACT_STATUS_ACTIVE_MEAN,74,1
CC_NAME_CONTRACT_STATUS_ACTIVE_SUM,130,1
CC_NAME_CONTRACT_STATUS_ACTIVE_VAR,78,1
CC_NAME_CONTRACT_STATUS_APPROVED_MIN,0,1
CC_NAME_CONTRACT_STATUS_APPROVED_MAX,0,1
CC_NAME_CONTRACT_STATUS_APPROVED_MEAN,0,1
CC_NAME_CONTRACT_STATUS_APPROVED_SUM,0,1
CC_NAME_CONTRACT_STATUS_APPROVED_VAR,0,1
CC_NAME_CONTRACT_STATUS_COMPLETED_MIN,0,1
CC_NAME_CONTRACT_STATUS_COMPLETED_MAX,0,1
CC_NAME_CONTRACT_STATUS_COMPLETED_MEAN,45,1
CC_NAME_CONTRACT_STATUS_COMPLETED_SUM,20,1
CC_NAME_CONTRACT_STATUS_COMPLETED_VAR,45,1
CC_NAME_CONTRACT_STATUS_DEMAND_MIN,0,1
CC_NAME_CONTRACT_STATUS_DEMAND_MAX,0,1
CC_NAME_CONTRACT_STATUS_DEMAND_MEAN,0,1
CC_NAME_CONTRACT_STATUS_DEMAND_SUM,0,1
CC_NAME_CONTRACT_STATUS_DEMAND_VAR,0,1
CC_NAME_CONTRACT_STATUS_REFUSED_MIN,0,1
CC_NAME_CONTRACT_STATUS_REFUSED_MAX,0,1
CC_NAME_CONTRACT_STATUS_REFUSED_MEAN,0,1
CC_NAME_CONTRACT_STATUS_REFUSED_SUM,0,1
CC_NAME_CONTRACT_STATUS_REFUSED_VAR,0,1
CC_NAME_CONTRACT_STATUS_SENTPROPOSAL_MIN,0,1
CC_NAME_CONTRACT_STATUS_SENTPROPOSAL_MAX,0,1
CC_NAME_CONTRACT_STATUS_SENTPROPOSAL_MEAN,0,1
CC_NAME_CONTRACT_STATUS_SENTPROPOSAL_SUM,0,1
CC_NAME_CONTRACT_STATUS_SENTPROPOSAL_VAR,0,1
CC_NAME_CONTRACT_STATUS_SIGNED_MIN,0,1
CC_NAME_CONTRACT_STATUS_SIGNED_MAX,0,1
CC_NAME_CONTRACT_STATUS_SIGNED_MEAN,6,1
CC_NAME_CONTRACT_STATUS_SIGNED_SUM,0,1
CC_NAME_CONTRACT_STATUS_SIGNED_VAR,72,1
CC_NAME_CONTRACT_STATUS_NAN_MIN,0,1
CC_NAME_CONTRACT_STATUS_NAN_MAX,0,1
CC_NAME_CONTRACT_STATUS_NAN_MEAN,0,1
CC_NAME_CONTRACT_STATUS_NAN_SUM,0,1
CC_NAME_CONTRACT_STATUS_NAN_VAR,0,1
CC_COUNT,30,1
INDEX,2577,2
CODE_GENDER,365,2
FLAG_OWN_CAR,16,2
FLAG_OWN_REALTY,145,2
CNT_CHILDREN,151,2
AMT_INCOME_TOTAL,1243,2
AMT_CREDIT,1628,2
AMT_ANNUITY,2168,2
AMT_GOODS_PRICE,1541,2
REGION_POPULATION_RELATIVE,1966,2
DAYS_BIRTH,3000,2
DAYS_EMPLOYED,2942,2
DAYS_REGISTRATION,2798,2
DAYS_ID_PUBLISH,2718,2
OWN_CAR_AGE,1160,2
FLAG_MOBIL,0,2
FLAG_EMP_PHONE,0,2
FLAG_WORK_PHONE,192,2
FLAG_CONT_MOBILE,0,2
FLAG_PHONE,123,2
FLAG_EMAIL,20,2
CNT_FAM_MEMBERS,182,2
REGION_RATING_CLIENT,77,2
REGION_RATING_CLIENT_W_CITY,168,2
HOUR_APPR_PROCESS_START,916,2
REG_REGION_NOT_LIVE_REGION,34,2
REG_REGION_NOT_WORK_REGION,23,2
LIVE_REGION_NOT_WORK_REGION,16,2
REG_CITY_NOT_LIVE_CITY,123,2
REG_CITY_NOT_WORK_CITY,52,2
LIVE_CITY_NOT_WORK_CITY,86,2
EXT_SOURCE_1,3056,2
EXT_SOURCE_2,3656,2
EXT_SOURCE_3,3514,2
APARTMENTS_AVG,418,2
BASEMENTAREA_AVG,483,2
YEARS_BEGINEXPLUATATION_AVG,407,2
YEARS_BUILD_AVG,286,2
COMMONAREA_AVG,413,2
ELEVATORS_AVG,155,2
ENTRANCES_AVG,350,2
FLOORSMAX_AVG,244,2
FLOORSMIN_AVG,176,2
LANDAREA_AVG,602,2
LIVINGAPARTMENTS_AVG,346,2
LIVINGAREA_AVG,398,2
NONLIVINGAPARTMENTS_AVG,160,2
NONLIVINGAREA_AVG,520,2
APARTMENTS_MODE,632,2
BASEMENTAREA_MODE,474,2
YEARS_BEGINEXPLUATATION_MODE,639,2
YEARS_BUILD_MODE,353,2
COMMONAREA_MODE,413,2
ELEVATORS_MODE,65,2
ENTRANCES_MODE,172,2
FLOORSMAX_MODE,53,2
FLOORSMIN_MODE,123,2
LANDAREA_MODE,615,2
LIVINGAPARTMENTS_MODE,459,2
LIVINGAREA_MODE,483,2
NONLIVINGAPARTMENTS_MODE,104,2
NONLIVINGAREA_MODE,518,2
APARTMENTS_MEDI,402,2
BASEMENTAREA_MEDI,333,2
YEARS_BEGINEXPLUATATION_MEDI,480,2
YEARS_BUILD_MEDI,263,2
COMMONAREA_MEDI,271,2
ELEVATORS_MEDI,63,2
ENTRANCES_MEDI,148,2
FLOORSMAX_MEDI,59,2
FLOORSMIN_MEDI,99,2
LANDAREA_MEDI,530,2
LIVINGAPARTMENTS_MEDI,268,2
LIVINGAREA_MEDI,416,2
NONLIVINGAPARTMENTS_MEDI,114,2
NONLIVINGAREA_MEDI,352,2
TOTALAREA_MODE,1007,2
OBS_30_CNT_SOCIAL_CIRCLE,423,2
DEF_30_CNT_SOCIAL_CIRCLE,164,2
OBS_60_CNT_SOCIAL_CIRCLE,446,2
DEF_60_CNT_SOCIAL_CIRCLE,141,2
DAYS_LAST_PHONE_CHANGE,2120,2
FLAG_DOCUMENT_2,0,2
FLAG_DOCUMENT_3,166,2
FLAG_DOCUMENT_4,0,2
FLAG_DOCUMENT_5,35,2
FLAG_DOCUMENT_6,30,2
FLAG_DOCUMENT_7,0,2
FLAG_DOCUMENT_8,50,2
FLAG_DOCUMENT_9,0,2
FLAG_DOCUMENT_10,0,2
FLAG_DOCUMENT_11,25,2
FLAG_DOCUMENT_12,0,2
FLAG_DOCUMENT_13,0,2
FLAG_DOCUMENT_14,0,2
FLAG_DOCUMENT_15,0,2
FLAG_DOCUMENT_16,61,2
FLAG_DOCUMENT_17,0,2
FLAG_DOCUMENT_18,105,2
FLAG_DOCUMENT_19,0,2
FLAG_DOCUMENT_20,0,2
FLAG_DOCUMENT_21,0,2
AMT_REQ_CREDIT_BUREAU_HOUR,0,2
AMT_REQ_CREDIT_BUREAU_DAY,37,2
AMT_REQ_CREDIT_BUREAU_WEEK,38,2
AMT_REQ_CREDIT_BUREAU_MON,141,2
AMT_REQ_CREDIT_BUREAU_QRT,295,2
AMT_REQ_CREDIT_BUREAU_YEAR,421,2
NAME_CONTRACT_TYPE_CASHLOANS,118,2
NAME_CONTRACT_TYPE_REVOLVINGLOANS,9,2
NAME_TYPE_SUITE_CHILDREN,24,2
NAME_TYPE_SUITE_FAMILY,56,2
NAME_TYPE_SUITE_GROUPOFPEOPLE,0,2
NAME_TYPE_SUITE_OTHER_A,4,2
NAME_TYPE_SUITE_OTHER_B,40,2
NAME_TYPE_SUITE_SPOUSEPARTNER,61,2
NAME_TYPE_SUITE_UNACCOMPANIED,72,2
NAME_INCOME_TYPE_BUSINESSMAN,0,2
NAME_INCOME_TYPE_COMMERCIALASSOCIATE,91,2
NAME_INCOME_TYPE_MATERNITYLEAVE,0,2
NAME_INCOME_TYPE_PENSIONER,0,2
NAME_INCOME_TYPE_STATESERVANT,52,2
NAME_INCOME_TYPE_STUDENT,0,2
NAME_INCOME_TYPE_UNEMPLOYED,0,2
NAME_INCOME_TYPE_WORKING,132,2
NAME_EDUCATION_TYPE_ACADEMICDEGREE,0,2
NAME_EDUCATION_TYPE_HIGHEREDUCATION,107,2
NAME_EDUCATION_TYPE_INCOMPLETEHIGHER,57,2
NAME_EDUCATION_TYPE_LOWERSECONDARY,43,2
NAME_EDUCATION_TYPE_SECONDARYSECONDARYSPECIAL,105,2
NAME_FAMILY_STATUS_CIVILMARRIAGE,13,2
NAME_FAMILY_STATUS_MARRIED,249,2
NAME_FAMILY_STATUS_SEPARATED,53,2
NAME_FAMILY_STATUS_SINGLENOTMARRIED,86,2
NAME_FAMILY_STATUS_UNKNOWN,0,2
NAME_FAMILY_STATUS_WIDOW,64,2
NAME_HOUSING_TYPE_COOPAPARTMENT,4,2
NAME_HOUSING_TYPE_HOUSEAPARTMENT,60,2
NAME_HOUSING_TYPE_MUNICIPALAPARTMENT,43,2
NAME_HOUSING_TYPE_OFFICEAPARTMENT,47,2
NAME_HOUSING_TYPE_RENTEDAPARTMENT,28,2
NAME_HOUSING_TYPE_WITHPARENTS,27,2
OCCUPATION_TYPE_ACCOUNTANTS,55,2
OCCUPATION_TYPE_CLEANINGSTAFF,22,2
OCCUPATION_TYPE_COOKINGSTAFF,0,2
OCCUPATION_TYPE_CORESTAFF,46,2
OCCUPATION_TYPE_DRIVERS,91,2
OCCUPATION_TYPE_HRSTAFF,0,2
OCCUPATION_TYPE_HIGHSKILLTECHSTAFF,52,2
OCCUPATION_TYPE_ITSTAFF,0,2
OCCUPATION_TYPE_LABORERS,109,2
OCCUPATION_TYPE_LOWSKILLLABORERS,29,2
OCCUPATION_TYPE_MANAGERS,11,2
OCCUPATION_TYPE_MEDICINESTAFF,52,2
OCCUPATION_TYPE_PRIVATESERVICESTAFF,16,2
OCCUPATION_TYPE_REALTYAGENTS,0,2
OCCUPATION_TYPE_SALESSTAFF,74,2
OCCUPATION_TYPE_SECRETARIES,0,2
OCCUPATION_TYPE_SECURITYSTAFF,21,2
OCCUPATION_TYPE_WAITERSBARMENSTAFF,23,2
WEEKDAY_APPR_PROCESS_START_FRIDAY,128,2
WEEKDAY_APPR_PROCESS_START_MONDAY,69,2
WEEKDAY_APPR_PROCESS_START_SATURDAY,77,2
WEEKDAY_APPR_PROCESS_START_SUNDAY,38,2
WEEKDAY_APPR_PROCESS_START_THURSDAY,7,2
WEEKDAY_APPR_PROCESS_START_TUESDAY,87,2
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,71,2
ORGANIZATION_TYPE_ADVERTISING,0,2
ORGANIZATION_TYPE_AGRICULTURE,27,2
ORGANIZATION_TYPE_BANK,36,2
ORGANIZATION_TYPE_BUSINESSENTITYTYPE1,34,2
ORGANIZATION_TYPE_BUSINESSENTITYTYPE2,10,2
ORGANIZATION_TYPE_BUSINESSENTITYTYPE3,156,2
ORGANIZATION_TYPE_CLEANING,0,2
ORGANIZATION_TYPE_CONSTRUCTION,97,2
ORGANIZATION_TYPE_CULTURE,0,2
ORGANIZATION_TYPE_ELECTRICITY,19,2
ORGANIZATION_TYPE_EMERGENCY,0,2
ORGANIZATION_TYPE_GOVERNMENT,35,2
ORGANIZATION_TYPE_HOTEL,37,2
ORGANIZATION_TYPE_HOUSING,16,2
ORGANIZATION_TYPE_INDUSTRYTYPE1,9,2
ORGANIZATION_TYPE_INDUSTRYTYPE10,0,2
ORGANIZATION_TYPE_INDUSTRYTYPE11,6,2
ORGANIZATION_TYPE_INDUSTRYTYPE12,0,2
