feature,importance,fold
FLOORSMAX_MEDI,48,6
FLOORSMIN_MEDI,125,6
LANDAREA_MEDI,473,6
LIVINGAPARTMENTS_MEDI,227,6
LIVINGAREA_MEDI,343,6
NONLIVINGAPARTMENTS_MEDI,115,6
NONLIVINGAREA_MEDI,346,6
TOTALAREA_MODE,1006,6
OBS_30_CNT_SOCIAL_CIRCLE,418,6
DEF_30_CNT_SOCIAL_CIRCLE,156,6
OBS_60_CNT_SOCIAL_CIRCLE,477,6
DEF_60_CNT_SOCIAL_CIRCLE,200,6
DAYS_LAST_PHONE_CHANGE,2228,6
FLAG_DOCUMENT_2,0,6
FLAG_DOCUMENT_3,183,6
FLAG_DOCUMENT_4,0,6
FLAG_DOCUMENT_5,18,6
FLAG_DOCUMENT_6,36,6
FLAG_DOCUMENT_7,0,6
FLAG_DOCUMENT_8,54,6
FLAG_DOCUMENT_9,0,6
FLAG_DOCUMENT_10,0,6
FLAG_DOCUMENT_11,38,6
FLAG_DOCUMENT_12,0,6
FLAG_DOCUMENT_13,2,6
FLAG_DOCUMENT_14,0,6
FLAG_DOCUMENT_15,0,6
FLAG_DOCUMENT_16,71,6
FLAG_DOCUMENT_17,0,6
FLAG_DOCUMENT_18,74,6
FLAG_DOCUMENT_19,0,6
FLAG_DOCUMENT_20,0,6
FLAG_DOCUMENT_21,0,6
AMT_REQ_CREDIT_BUREAU_HOUR,0,6
AMT_REQ_CREDIT_BUREAU_DAY,58,6
AMT_REQ_CREDIT_BUREAU_WEEK,48,6
AMT_REQ_CREDIT_BUREAU_MON,159,6
AMT_REQ_CREDIT_BUREAU_QRT,187,6
AMT_REQ_CREDIT_BUREAU_YEAR,501,6
NAME_CONTRACT_TYPE_CASHLOANS,106,6
NAME_CONTRACT_TYPE_REVOLVINGLOANS,11,6
NAME_TYPE_SUITE_CHILDREN,11,6
NAME_TYPE_SUITE_FAMILY,1,6
NAME_TYPE_SUITE_GROUPOFPEOPLE,0,6
NAME_TYPE_SUITE_OTHER_A,0,6
NAME_TYPE_SUITE_OTHER_B,46,6
NAME_TYPE_SUITE_SPOUSEPARTNER,52,6
NAME_TYPE_SUITE_UNACCOMPANIED,24,6
NAME_INCOME_TYPE_BUSINESSMAN,0,6
NAME_INCOME_TYPE_COMMERCIALASSOCIATE,87,6
NAME_INCOME_TYPE_MATERNITYLEAVE,0,6
NAME_INCOME_TYPE_PENSIONER,0,6
NAME_INCOME_TYPE_STATESERVANT,38,6
NAME_INCOME_TYPE_STUDENT,0,6
NAME_INCOME_TYPE_UNEMPLOYED,0,6
NAME_INCOME_TYPE_WORKING,134,6
NAME_EDUCATION_TYPE_ACADEMICDEGREE,0,6
NAME_EDUCATION_TYPE_HIGHEREDUCATION,84,6
NAME_EDUCATION_TYPE_INCOMPLETEHIGHER,60,6
NAME_EDUCATION_TYPE_LOWERSECONDARY,48,6
NAME_EDUCATION_TYPE_SECONDARYSECONDARYSPECIAL,145,6
NAME_FAMILY_STATUS_CIVILMARRIAGE,8,6
NAME_FAMILY_STATUS_MARRIED,212,6
NAME_FAMILY_STATUS_SEPARATED,39,6
NAME_FAMILY_STATUS_SINGLENOTMARRIED,115,6
NAME_FAMILY_STATUS_UNKNOWN,0,6
NAME_FAMILY_STATUS_WIDOW,65,6
NAME_HOUSING_TYPE_COOPAPARTMENT,0,6
NAME_HOUSING_TYPE_HOUSEAPARTMENT,73,6
NAME_HOUSING_TYPE_MUNICIPALAPARTMENT,41,6
NAME_HOUSING_TYPE_OFFICEAPARTMENT,58,6
NAME_HOUSING_TYPE_RENTEDAPARTMENT,13,6
NAME_HOUSING_TYPE_WITHPARENTS,10,6
OCCUPATION_TYPE_ACCOUNTANTS,52,6
OCCUPATION_TYPE_CLEANINGSTAFF,9,6
OCCUPATION_TYPE_COOKINGSTAFF,14,6
OCCUPATION_TYPE_CORESTAFF,50,6
OCCUPATION_TYPE_DRIVERS,78,6
OCCUPATION_TYPE_HRSTAFF,0,6
OCCUPATION_TYPE_HIGHSKILLTECHSTAFF,80,6
OCCUPATION_TYPE_ITSTAFF,0,6
OCCUPATION_TYPE_LABORERS,113,6
OCCUPATION_TYPE_LOWSKILLLABORERS,18,6
OCCUPATION_TYPE_MANAGERS,46,6
OCCUPATION_TYPE_MEDICINESTAFF,69,6
OCCUPATION_TYPE_PRIVATESERVICESTAFF,13,6
OCCUPATION_TYPE_REALTYAGENTS,0,6
OCCUPATION_TYPE_SALESSTAFF,62,6
OCCUPATION_TYPE_SECRETARIES,2,6
OCCUPATION_TYPE_SECURITYSTAFF,27,6
OCCUPATION_TYPE_WAITERSBARMENSTAFF,26,6
WEEKDAY_APPR_PROCESS_START_FRIDAY,130,6
WEEKDAY_APPR_PROCESS_START_MONDAY,92,6
WEEKDAY_APPR_PROCESS_START_SATURDAY,72,6
WEEKDAY_APPR_PROCESS_START_SUNDAY,55,6
WEEKDAY_APPR_PROCESS_START_THURSDAY,1,6
WEEKDAY_APPR_PROCESS_START_TUESDAY,97,6
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,93,6
ORGANIZATION_TYPE_ADVERTISING,0,6
ORGANIZATION_TYPE_AGRICULTURE,16,6
ORGANIZATION_TYPE_BANK,55,6
ORGANIZATION_TYPE_BUSINESSENTITYTYPE1,37,6
ORGANIZATION_TYPE_BUSINESSENTITYTYPE2,6,6
ORGANIZATION_TYPE_BUSINESSENTITYTYPE3,142,6
ORGANIZATION_TYPE_CLEANING,0,6
ORGANIZATION_TYPE_CONSTRUCTION,89,6
ORGANIZATION_TYPE_CULTURE,0,6
ORGANIZATION_TYPE_ELECTRICITY,12,6
ORGANIZATION_TYPE_EMERGENCY,0,6
ORGANIZATION_TYPE_GOVERNMENT,39,6
ORGANIZATION_TYPE_HOTEL,23,6
ORGANIZATION_TYPE_HOUSING,3,6
ORGANIZATION_TYPE_INDUSTRYTYPE1,0,6
ORGANIZATION_TYPE_INDUSTRYTYPE10,0,6
ORGANIZATION_TYPE_INDUSTRYTYPE11,0,6
ORGANIZATION_TYPE_INDUSTRYTYPE12,0,6
ORGANIZATION_TYPE_INDUSTRYTYPE13,0,6
ORGANIZATION_TYPE_INDUSTRYTYPE2,0,6
ORGANIZATION_TYPE_INDUSTRYTYPE3,31,6
ORGANIZATION_TYPE_INDUSTRYTYPE4,0,6
ORGANIZATION_TYPE_INDUSTRYTYPE5,0,6
ORGANIZATION_TYPE_INDUSTRYTYPE6,0,6
ORGANIZATION_TYPE_INDUSTRYTYPE7,0,6
ORGANIZATION_TYPE_INDUSTRYTYPE8,0,6
ORGANIZATION_TYPE_INDUSTRYTYPE9,88,6
ORGANIZATION_TYPE_INSURANCE,0,6
ORGANIZATION_TYPE_KINDERGARTEN,39,6
ORGANIZATION_TYPE_LEGALSERVICES,0,6
ORGANIZATION_TYPE_MEDICINE,45,6
ORGANIZATION_TYPE_MILITARY,94,6
ORGANIZATION_TYPE_MOBILE,0,6
ORGANIZATION_TYPE_OTHER,29,6
ORGANIZATION_TYPE_POLICE,60,6
ORGANIZATION_TYPE_POSTAL,6,6
ORGANIZATION_TYPE_REALTOR,0,6
ORGANIZATION_TYPE_RELIGION,0,6
ORGANIZATION_TYPE_RESTAURANT,39,6
ORGANIZATION_TYPE_SCHOOL,77,6
ORGANIZATION_TYPE_SECURITY,1,6
ORGANIZATION_TYPE_SECURITYMINISTRIES,50,6
ORGANIZATION_TYPE_SELFEMPLOYED,115,6
ORGANIZATION_TYPE_SERVICES,11,6
ORGANIZATION_TYPE_TELECOM,0,6
ORGANIZATION_TYPE_TRADETYPE1,0,6
ORGANIZATION_TYPE_TRADETYPE2,0,6
ORGANIZATION_TYPE_TRADETYPE3,24,6
ORGANIZATION_TYPE_TRADETYPE4,0,6
ORGANIZATION_TYPE_TRADETYPE5,0,6
ORGANIZATION_TYPE_TRADETYPE6,0,6
ORGANIZATION_TYPE_TRADETYPE7,23,6
ORGANIZATION_TYPE_TRANSPORTTYPE1,0,6
ORGANIZATION_TYPE_TRANSPORTTYPE2,8,6
ORGANIZATION_TYPE_TRANSPORTTYPE3,85,6
ORGANIZATION_TYPE_TRANSPORTTYPE4,30,6
ORGANIZATION_TYPE_UNIVERSITY,27,6
ORGANIZATION_TYPE_XNA,0,6
FONDKAPREMONT_MODE_NOTSPECIFIED,45,6
FONDKAPREMONT_MODE_ORGSPECACCOUNT,35,6
FONDKAPREMONT_MODE_REGOPERACCOUNT,28,6
FONDKAPREMONT_MODE_REGOPERSPECACCOUNT,42,6
HOUSETYPE_MODE_BLOCKOFFLATS,0,6
HOUSETYPE_MODE_SPECIFICHOUSING,21,6
HOUSETYPE_MODE_TERRACEDHOUSE,0,6
WALLSMATERIAL_MODE_BLOCK,19,6
WALLSMATERIAL_MODE_MIXED,22,6
WALLSMATERIAL_MODE_MONOLITHIC,3,6
WALLSMATERIAL_MODE_OTHERS,35,6
WALLSMATERIAL_MODE_PANEL,47,6
WALLSMATERIAL_MODE_STONEBRICK,77,6
WALLSMATERIAL_MODE_WOODEN,18,6
EMERGENCYSTATE_MODE_NO,0,6
EMERGENCYSTATE_MODE_YES,2,6
DAYS_EMPLOYED_PERC,2651,6
INCOME_CREDIT_PERC,1824,6
INCOME_PER_PERSON,1543,6
ANNUITY_INCOME_PERC,2255,6
PAYMENT_RATE,3612,6
BURO_DAYS_CREDIT_MIN,976,6
BURO_DAYS_CREDIT_MAX,1488,6
BURO_DAYS_CREDIT_MEAN,1422,6
BURO_DAYS_CREDIT_VAR,1778,6
BURO_DAYS_CREDIT_ENDDATE_MIN,1082,6
BURO_DAYS_CREDIT_ENDDATE_MAX,1239,6
BURO_DAYS_CREDIT_ENDDATE_MEAN,1516,6
BURO_DAYS_CREDIT_UPDATE_MEAN,1401,6
BURO_CREDIT_DAY_OVERDUE_MAX,61,6
BURO_CREDIT_DAY_OVERDUE_MEAN,52,6
BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,1488,6
BURO_AMT_CREDIT_SUM_MAX,1188,6
BURO_AMT_CREDIT_SUM_MEAN,1400,6
BURO_AMT_CREDIT_SUM_SUM,1278,6
BURO_AMT_CREDIT_SUM_DEBT_MAX,897,6
BURO_AMT_CREDIT_SUM_DEBT_MEAN,1201,6
BURO_AMT_CREDIT_SUM_DEBT_SUM,604,6
BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,139,6
BURO_AMT_CREDIT_SUM_LIMIT_MEAN,629,6
BURO_AMT_CREDIT_SUM_LIMIT_SUM,254,6
BURO_AMT_ANNUITY_MAX,376,6
BURO_AMT_ANNUITY_MEAN,514,6
BURO_CNT_CREDIT_PROLONG_SUM,63,6
BURO_MONTHS_BALANCE_MIN_MIN,270,6
BURO_MONTHS_BALANCE_MAX_MAX,89,6
BURO_MONTHS_BALANCE_SIZE_MEAN,502,6
BURO_MONTHS_BALANCE_SIZE_SUM,422,6
BURO_CREDIT_ACTIVE_ACTIVE_MEAN,484,6
BURO_CREDIT_ACTIVE_BADDEBT_MEAN,0,6
BURO_CREDIT_ACTIVE_CLOSED_MEAN,463,6
BURO_CREDIT_ACTIVE_SOLD_MEAN,79,6
BURO_CREDIT_ACTIVE_NAN_MEAN,0,6
BURO_CREDIT_CURRENCY_CURRENCY1_MEAN,0,6
BURO_CREDIT_CURRENCY_CURRENCY2_MEAN,0,6
BURO_CREDIT_CURRENCY_CURRENCY3_MEAN,0,6
BURO_CREDIT_CURRENCY_CURRENCY4_MEAN,0,6
BURO_CREDIT_CURRENCY_NAN_MEAN,0,6
BURO_CREDIT_TYPE_ANOTHERTYPEOFLOAN_MEAN,26,6
BURO_CREDIT_TYPE_CARLOAN_MEAN,211,6
BURO_CREDIT_TYPE_CASHLOANNONEARMARKED_MEAN,0,6
BURO_CREDIT_TYPE_CONSUMERCREDIT_MEAN,877,6
BURO_CREDIT_TYPE_CREDITCARD_MEAN,789,6
BURO_CREDIT_TYPE_INTERBANKCREDIT_MEAN,0,6
BURO_CREDIT_TYPE_LOANFORBUSINESSDEVELOPMENT_MEAN,44,6
BURO_CREDIT_TYPE_LOANFORPURCHASEOFSHARESMARGINLENDING_MEAN,0,6
BURO_CREDIT_TYPE_LOANFORTHEPURCHASEOFEQUIPMENT_MEAN,0,6
BURO_CREDIT_TYPE_LOANFORWORKINGCAPITALREPLENISHMENT_MEAN,0,6
BURO_CREDIT_TYPE_MICROLOAN_MEAN,155,6
BURO_CREDIT_TYPE_MOBILEOPERATORLOAN_MEAN,0,6
BURO_CREDIT_TYPE_MORTGAGE_MEAN,186,6
BURO_CREDIT_TYPE_REALESTATELOAN_MEAN,0,6
BURO_CREDIT_TYPE_UNKNOWNTYPEOFLOAN_MEAN,0,6
BURO_CREDIT_TYPE_NAN_MEAN,0,6
BURO_STATUS_0_MEAN_MEAN,747,6
BURO_STATUS_1_MEAN_MEAN,397,6
BURO_STATUS_2_MEAN_MEAN,157,6
BURO_STATUS_3_MEAN_MEAN,50,6
BURO_STATUS_4_MEAN_MEAN,50,6
BURO_STATUS_5_MEAN_MEAN,28,6
BURO_STATUS_C_MEAN_MEAN,504,6
BURO_STATUS_X_MEAN_MEAN,588,6
BURO_STATUS_NAN_MEAN_MEAN,0,6
ACTIVE_DAYS_CREDIT_MIN,1204,6
ACTIVE_DAYS_CREDIT_MAX,1623,6
ACTIVE_DAYS_CREDIT_MEAN,1607,6
ACTIVE_DAYS_CREDIT_VAR,1413,6
ACTIVE_DAYS_CREDIT_ENDDATE_MIN,1955,6
ACTIVE_DAYS_CREDIT_ENDDATE_MAX,1403,6
ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,1458,6
ACTIVE_DAYS_CREDIT_UPDATE_MEAN,2012,6
ACTIVE_CREDIT_DAY_OVERDUE_MAX,60,6
ACTIVE_CREDIT_DAY_OVERDUE_MEAN,95,6
ACTIVE_AMT_CREDIT_MAX_OVERDUE_MEAN,777,6
ACTIVE_AMT_CREDIT_SUM_MAX,953,6
ACTIVE_AMT_CREDIT_SUM_MEAN,1252,6
ACTIVE_AMT_CREDIT_SUM_SUM,1274,6
ACTIVE_AMT_CREDIT_SUM_DEBT_MAX,841,6
ACTIVE_AMT_CREDIT_SUM_DEBT_MEAN,1385,6
ACTIVE_AMT_CREDIT_SUM_DEBT_SUM,917,6
ACTIVE_AMT_CREDIT_SUM_OVERDUE_MEAN,121,6
ACTIVE_AMT_CREDIT_SUM_LIMIT_MEAN,683,6
ACTIVE_AMT_CREDIT_SUM_LIMIT_SUM,352,6
ACTIVE_AMT_ANNUITY_MAX,551,6
ACTIVE_AMT_ANNUITY_MEAN,372,6
ACTIVE_CNT_CREDIT_PROLONG_SUM,33,6
ACTIVE_MONTHS_BALANCE_MIN_MIN,338,6
ACTIVE_MONTHS_BALANCE_MAX_MAX,81,6
ACTIVE_MONTHS_BALANCE_SIZE_MEAN,496,6
ACTIVE_MONTHS_BALANCE_SIZE_SUM,435,6
CLOSED_DAYS_CREDIT_MIN,1048,6
CLOSED_DAYS_CREDIT_MAX,1884,6
CLOSED_DAYS_CREDIT_MEAN,1113,6
CLOSED_DAYS_CREDIT_VAR,1570,6
CLOSED_DAYS_CREDIT_ENDDATE_MIN,1064,6
CLOSED_DAYS_CREDIT_ENDDATE_MAX,1665,6
CLOSED_DAYS_CREDIT_ENDDATE_MEAN,1215,6
CLOSED_DAYS_CREDIT_UPDATE_MEAN,1354,6
CLOSED_CREDIT_DAY_OVERDUE_MAX,0,6
CLOSED_CREDIT_DAY_OVERDUE_MEAN,0,6
CLOSED_AMT_CREDIT_MAX_OVERDUE_MEAN,938,6
CLOSED_AMT_CREDIT_SUM_MAX,1197,6
CLOSED_AMT_CREDIT_SUM_MEAN,1567,6
CLOSED_AMT_CREDIT_SUM_SUM,1318,6
CLOSED_AMT_CREDIT_SUM_DEBT_MAX,83,6
CLOSED_AMT_CREDIT_SUM_DEBT_MEAN,83,6
CLOSED_AMT_CREDIT_SUM_DEBT_SUM,78,6
CLOSED_AMT_CREDIT_SUM_OVERDUE_MEAN,0,6
CLOSED_AMT_CREDIT_SUM_LIMIT_MEAN,139,6
CLOSED_AMT_CREDIT_SUM_LIMIT_SUM,94,6
CLOSED_AMT_ANNUITY_MAX,274,6
CLOSED_AMT_ANNUITY_MEAN,316,6
CLOSED_CNT_CREDIT_PROLONG_SUM,5,6
CLOSED_MONTHS_BALANCE_MIN_MIN,277,6
CLOSED_MONTHS_BALANCE_MAX_MAX,179,6
CLOSED_MONTHS_BALANCE_SIZE_MEAN,557,6
CLOSED_MONTHS_BALANCE_SIZE_SUM,535,6
PREV_AMT_ANNUITY_MIN,1144,6
PREV_AMT_ANNUITY_MAX,925,6
PREV_AMT_ANNUITY_MEAN,1103,6
PREV_AMT_APPLICATION_MIN,606,6
PREV_AMT_APPLICATION_MAX,466,6
PREV_AMT_APPLICATION_MEAN,981,6
PREV_AMT_CREDIT_MIN,866,6
PREV_AMT_CREDIT_MAX,670,6
PREV_AMT_CREDIT_MEAN,1010,6
PREV_APP_CREDIT_PERC_MIN,1024,6
PREV_APP_CREDIT_PERC_MAX,789,6
PREV_APP_CREDIT_PERC_MEAN,1205,6
PREV_APP_CREDIT_PERC_VAR,1698,6
PREV_AMT_DOWN_PAYMENT_MIN,467,6
PREV_AMT_DOWN_PAYMENT_MAX,840,6
PREV_AMT_DOWN_PAYMENT_MEAN,885,6
PREV_AMT_GOODS_PRICE_MIN,861,6
PREV_AMT_GOODS_PRICE_MAX,245,6
PREV_AMT_GOODS_PRICE_MEAN,809,6
PREV_HOUR_APPR_PROCESS_START_MIN,401,6
PREV_HOUR_APPR_PROCESS_START_MAX,628,6
PREV_HOUR_APPR_PROCESS_START_MEAN,1599,6
PREV_RATE_DOWN_PAYMENT_MIN,437,6
PREV_RATE_DOWN_PAYMENT_MAX,748,6
PREV_RATE_DOWN_PAYMENT_MEAN,998,6
PREV_DAYS_DECISION_MIN,754,6
PREV_DAYS_DECISION_MAX,1600,6
PREV_DAYS_DECISION_MEAN,1328,6
PREV_CNT_PAYMENT_MEAN,1379,6
PREV_CNT_PAYMENT_SUM,712,6
PREV_NAME_CONTRACT_TYPE_CASHLOANS_MEAN,379,6
PREV_NAME_CONTRACT_TYPE_CONSUMERLOANS_MEAN,150,6
PREV_NAME_CONTRACT_TYPE_REVOLVINGLOANS_MEAN,269,6
PREV_NAME_CONTRACT_TYPE_XNA_MEAN,0,6
PREV_NAME_CONTRACT_TYPE_NAN_MEAN,0,6
PREV_WEEKDAY_APPR_PROCESS_START_FRIDAY_MEAN,885,6
PREV_WEEKDAY_APPR_PROCESS_START_MONDAY_MEAN,845,6
PREV_WEEKDAY_APPR_PROCESS_START_SATURDAY_MEAN,758,6
PREV_WEEKDAY_APPR_PROCESS_START_SUNDAY_MEAN,529,6
PREV_WEEKDAY_APPR_PROCESS_START_THURSDAY_MEAN,938,6
PREV_WEEKDAY_APPR_PROCESS_START_TUESDAY_MEAN,703,6
PREV_WEEKDAY_APPR_PROCESS_START_WEDNESDAY_MEAN,759,6
PREV_WEEKDAY_APPR_PROCESS_START_NAN_MEAN,0,6
PREV_FLAG_LAST_APPL_PER_CONTRACT_N_MEAN,103,6
PREV_FLAG_LAST_APPL_PER_CONTRACT_Y_MEAN,4,6
PREV_FLAG_LAST_APPL_PER_CONTRACT_NAN_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_BUILDINGAHOUSEORANANNEX_MEAN,14,6
PREV_NAME_CASH_LOAN_PURPOSE_BUSINESSDEVELOPMENT_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_BUYINGAGARAGE_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_BUYINGAHOLIDAYHOMELAND_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_BUYINGAHOME_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_BUYINGANEWCAR_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_BUYINGAUSEDCAR_MEAN,44,6
PREV_NAME_CASH_LOAN_PURPOSE_CARREPAIRS_MEAN,43,6
PREV_NAME_CASH_LOAN_PURPOSE_EDUCATION_MEAN,30,6
PREV_NAME_CASH_LOAN_PURPOSE_EVERYDAYEXPENSES_MEAN,9,6
PREV_NAME_CASH_LOAN_PURPOSE_FURNITURE_MEAN,9,6
PREV_NAME_CASH_LOAN_PURPOSE_GASIFICATIONWATERSUPPLY_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_HOBBY_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_JOURNEY_MEAN,19,6
PREV_NAME_CASH_LOAN_PURPOSE_MEDICINE_MEAN,120,6
PREV_NAME_CASH_LOAN_PURPOSE_MONEYFORATHIRDPERSON_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_OTHER_MEAN,134,6
PREV_NAME_CASH_LOAN_PURPOSE_PAYMENTSONOTHERLOANS_MEAN,3,6
PREV_NAME_CASH_LOAN_PURPOSE_PURCHASEOFELECTRONICEQUIPMENT_MEAN,5,6
PREV_NAME_CASH_LOAN_PURPOSE_REFUSALTONAMETHEGOAL_MEAN,0,6
PREV_NAME_CASH_LOAN_PURPOSE_REPAIRS_MEAN,168,6
PREV_NAME_CASH_LOAN_PURPOSE_URGENTNEEDS_MEAN,149,6
PREV_NAME_CASH_LOAN_PURPOSE_WEDDINGGIFTHOLIDAY_MEAN,9,6
PREV_NAME_CASH_LOAN_PURPOSE_XAP_MEAN,73,6
PREV_NAME_CASH_LOAN_PURPOSE_XNA_MEAN,408,6
PREV_NAME_CASH_LOAN_PURPOSE_NAN_MEAN,0,6
PREV_NAME_CONTRACT_STATUS_APPROVED_MEAN,535,6
PREV_NAME_CONTRACT_STATUS_CANCELED_MEAN,399,6
PREV_NAME_CONTRACT_STATUS_REFUSED_MEAN,337,6
PREV_NAME_CONTRACT_STATUS_UNUSEDOFFER_MEAN,118,6
PREV_NAME_CONTRACT_STATUS_NAN_MEAN,0,6
PREV_NAME_PAYMENT_TYPE_CASHTHROUGHTHEBANK_MEAN,588,6
PREV_NAME_PAYMENT_TYPE_CASHLESSFROMTHEACCOUNTOFTHEEMPLOYER_MEAN,0,6
PREV_NAME_PAYMENT_TYPE_NONCASHFROMYOURACCOUNT_MEAN,90,6
PREV_NAME_PAYMENT_TYPE_XNA_MEAN,635,6
PREV_NAME_PAYMENT_TYPE_NAN_MEAN,0,6
PREV_CODE_REJECT_REASON_CLIENT_MEAN,8,6
PREV_CODE_REJECT_REASON_HC_MEAN,293,6
PREV_CODE_REJECT_REASON_LIMIT_MEAN,163,6
PREV_CODE_REJECT_REASON_SCO_MEAN,195,6
PREV_CODE_REJECT_REASON_SCOFR_MEAN,65,6
PREV_CODE_REJECT_REASON_SYSTEM_MEAN,0,6
PREV_CODE_REJECT_REASON_VERIF_MEAN,39,6
PREV_CODE_REJECT_REASON_XAP_MEAN,323,6
PREV_CODE_REJECT_REASON_XNA_MEAN,45,6
PREV_CODE_REJECT_REASON_NAN_MEAN,0,6
PREV_NAME_TYPE_SUITE_CHILDREN_MEAN,251,6
PREV_NAME_TYPE_SUITE_FAMILY_MEAN,672,6
PREV_NAME_TYPE_SUITE_GROUPOFPEOPLE_MEAN,32,6
PREV_NAME_TYPE_SUITE_OTHER_A_MEAN,58,6
PREV_NAME_TYPE_SUITE_OTHER_B_MEAN,84,6
PREV_NAME_TYPE_SUITE_SPOUSEPARTNER_MEAN,292,6
PREV_NAME_TYPE_SUITE_UNACCOMPANIED_MEAN,1063,6
PREV_NAME_TYPE_SUITE_NAN_MEAN,1018,6
PREV_NAME_CLIENT_TYPE_NEW_MEAN,478,6
PREV_NAME_CLIENT_TYPE_REFRESHED_MEAN,401,6
PREV_NAME_CLIENT_TYPE_REPEATER_MEAN,486,6
PREV_NAME_CLIENT_TYPE_XNA_MEAN,4,6
PREV_NAME_CLIENT_TYPE_NAN_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_ADDITIONALSERVICE_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_ANIMALS_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_AUDIOVIDEO_MEAN,357,6
PREV_NAME_GOODS_CATEGORY_AUTOACCESSORIES_MEAN,62,6
PREV_NAME_GOODS_CATEGORY_CLOTHINGANDACCESSORIES_MEAN,74,6
PREV_NAME_GOODS_CATEGORY_COMPUTERS_MEAN,422,6
PREV_NAME_GOODS_CATEGORY_CONSTRUCTIONMATERIALS_MEAN,152,6
PREV_NAME_GOODS_CATEGORY_CONSUMERELECTRONICS_MEAN,410,6
PREV_NAME_GOODS_CATEGORY_DIRECTSALES_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_EDUCATION_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_FITNESS_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_FURNITURE_MEAN,233,6
PREV_NAME_GOODS_CATEGORY_GARDENING_MEAN,57,6
PREV_NAME_GOODS_CATEGORY_HOMEWARES_MEAN,38,6
PREV_NAME_GOODS_CATEGORY_HOUSECONSTRUCTION_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_INSURANCE_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_JEWELRY_MEAN,69,6
PREV_NAME_GOODS_CATEGORY_MEDICALSUPPLIES_MEAN,34,6
PREV_NAME_GOODS_CATEGORY_MEDICINE_MEAN,29,6
PREV_NAME_GOODS_CATEGORY_MOBILE_MEAN,511,6
PREV_NAME_GOODS_CATEGORY_OFFICEAPPLIANCES_MEAN,1,6
PREV_NAME_GOODS_CATEGORY_OTHER_MEAN,29,6
PREV_NAME_GOODS_CATEGORY_PHOTOCINEMAEQUIPMENT_MEAN,209,6
PREV_NAME_GOODS_CATEGORY_SPORTANDLEISURE_MEAN,88,6
PREV_NAME_GOODS_CATEGORY_TOURISM_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_VEHICLES_MEAN,65,6
PREV_NAME_GOODS_CATEGORY_WEAPON_MEAN,0,6
PREV_NAME_GOODS_CATEGORY_XNA_MEAN,200,6
PREV_NAME_GOODS_CATEGORY_NAN_MEAN,0,6
PREV_NAME_PORTFOLIO_CARDS_MEAN,200,6
PREV_NAME_PORTFOLIO_CARS_MEAN,0,6
PREV_NAME_PORTFOLIO_CASH_MEAN,393,6
PREV_NAME_PORTFOLIO_POS_MEAN,299,6
PREV_NAME_PORTFOLIO_XNA_MEAN,359,6
PREV_NAME_PORTFOLIO_NAN_MEAN,0,6
PREV_NAME_PRODUCT_TYPE_XNA_MEAN,407,6
PREV_NAME_PRODUCT_TYPE_WALKIN_MEAN,318,6
PREV_NAME_PRODUCT_TYPE_XSELL_MEAN,447,6
PREV_NAME_PRODUCT_TYPE_NAN_MEAN,0,6
PREV_CHANNEL_TYPE_APCASHLOAN_MEAN,180,6
PREV_CHANNEL_TYPE_CARDEALER_MEAN,0,6
PREV_CHANNEL_TYPE_CHANNELOFCORPORATESALES_MEAN,69,6
PREV_CHANNEL_TYPE_CONTACTCENTER_MEAN,259,6
PREV_CHANNEL_TYPE_COUNTRYWIDE_MEAN,898,6
PREV_CHANNEL_TYPE_CREDITANDCASHOFFICES_MEAN,564,6
PREV_CHANNEL_TYPE_REGIONALLOCAL_MEAN,324,6
PREV_CHANNEL_TYPE_STONE_MEAN,719,6
PREV_CHANNEL_TYPE_NAN_MEAN,0,6
PREV_NAME_SELLER_INDUSTRY_AUTOTECHNOLOGY_MEAN,57,6
PREV_NAME_SELLER_INDUSTRY_CLOTHING_MEAN,89,6
PREV_NAME_SELLER_INDUSTRY_CONNECTIVITY_MEAN,568,6
PREV_NAME_SELLER_INDUSTRY_CONSTRUCTION_MEAN,232,6
PREV_NAME_SELLER_INDUSTRY_CONSUMERELECTRONICS_MEAN,668,6
